"n_grp","start","end","text","video_id","suffix"
200,580.079,582.59,"et malheureusement, on n'a pas le retour de ces baisses.","Ab_5e7jEoag","bfm"
201,582.59,583.8,"Vous le dites que vous n'avez pas le","Ab_5e7jEoag","bfm"
202,583.8,587.11,"retour de ces baisses. Certains de vos concurrents ont même décidé de s'en","Ab_5e7jEoag","bfm"
203,587.11,588.72,"passer. Il y a eu un bras de fer entre","Ab_5e7jEoag","bfm"
204,588.72,591.63,"Lint et Leclerc. Vous vous vendez du Lint ?","Ab_5e7jEoag","bfm"
205,591.63,593.36,"Oui, on vend du Lint. Il y a eu un bras","Ab_5e7jEoag","bfm"
206,593.36,596.31,"de fer aussi et il y a même eu un bras de fer sur quelque chose qu'on vient de","Ab_5e7jEoag","bfm"
207,596.31,598.32,"négocier il y a quelques jours, c'est la","Ab_5e7jEoag","bfm"
208,598.32,601.67,"campagne de chocolat de pâqu où justement par rapport à la baisse des","Ab_5e7jEoag","bfm"
209,601.67,604.16,"cours, on s'attendait à des prix plus","Ab_5e7jEoag","bfm"
210,604.16,607.43,"raisonnables. Ça n ça n'a pas été ça veut dire que les les industriels","Ab_5e7jEoag","bfm"
211,607.43,610.24,"n'ont pas baissé leur prix alors qu'en","Ab_5e7jEoag","bfm"
212,610.24,613.19,"réalité la matière première a baissé. Tout à fait. les grands industriels","Ab_5e7jEoag","bfm"
213,613.19,615.519,"particulièrement les PME, les qui","Ab_5e7jEoag","bfm"
214,615.519,619.509,"produisent beaucoup de chocolat de pâqu, les lapins, les moulages, les lapins en","Ab_5e7jEoag","bfm"
215,619.509,623.2,"Alsace ou ou la poule ou la cloche euh","Ab_5e7jEoag","bfm"
216,623.2,626.15,"voilà, eux ont été beaucoup plus raisonnables mais pour l'instant il y a","Ab_5e7jEoag","bfm"
217,626.15,627.64,"pas de répercussion de cette baisse.","Ab_5e7jEoag","bfm"
218,627.64,631.15,"Mais est-ce que ça veut dire que vous pourriez décider de ne pas vendre","Ab_5e7jEoag","bfm"
219,631.15,632.36,"certains chocolats vous aussi ?","Ab_5e7jEoag","bfm"
220,632.36,635.79,"Pour pas que c'est fait, c'est bouclé. Donc on aura les grandes marques, on a","Ab_5e7jEoag","bfm"
221,635.79,638.36,"trouvé non, on a trouvé un accord, je","Ab_5e7jEoag","bfm"
222,638.36,641.629,"dirais raisonnable pour les consommateurs mais on aurait souhaité","Ab_5e7jEoag","bfm"
223,641.629,642.48,"pouvoir aller plus loin.","Ab_5e7jEoag","bfm"
224,642.48,645.59,"Quand vous dites quand vous dites que les gens disent ""Mais c'est trop cher,","Ab_5e7jEoag","bfm"
225,645.59,647,"je n'en achète plus"". Est-ce que ça veut","Ab_5e7jEoag","bfm"
226,647,651.99,"dire que par exemple vous certes il y a des lints dans vos rayons mais qu'ils","Ab_5e7jEoag","bfm"
227,651.99,653.44,"sont bouddés par les consommateurs. Mais","Ab_5e7jEoag","bfm"
228,653.44,655.47,"tout à fait mais tout à fait. Les gens les achètent moins parce que","Ab_5e7jEoag","bfm"
229,655.47,656.04,"c'est trop cher.","Ab_5e7jEoag","bfm"
230,656.04,659.069,"Ils poussent. Ils ont vous savez les gens sont très attentifs. Ils","Ab_5e7jEoag","bfm"
231,659.069,660.44,"connaissent les prix. Ils connaissent","Ab_5e7jEoag","bfm"
232,660.44,664.629,"les prix de la saison précédente et à un moment quand il y a plusieurs euros de","Ab_5e7jEoag","bfm"
233,664.629,666.44,"différence sur certains produits des","Ab_5e7jEoag","bfm"
234,666.44,668.949,"grandes boîtes de chocolat, bah un moment on dit non, c'est devenu trop","Ab_5e7jEoag","bfm"
235,668.949,671,"cher. Et donc ça c'est un message pour","Ab_5e7jEoag","bfm"
236,671,674.55,"tout le monde. Faut faire attention. Quand encore une fois un français sur 10","Ab_5e7jEoag","bfm"
237,674.55,677.079,"est en difficulté de fin de mois, et ben","Ab_5e7jEoag","bfm"
238,677.079,679.79,"on se sert, on arbitre, on choisit. Alors, comme à chaque fois vous me","Ab_5e7jEoag","bfm"
239,679.79,681.079,"dites, voilà, il y a les grands","Ab_5e7jEoag","bfm"
240,681.079,684.31,"industriels et par contre il y a les gentils PME. Euh, on a quand même","Ab_5e7jEoag","bfm"
241,684.31,686.68,"l'impression que dans ce moment qui est","Ab_5e7jEoag","bfm"
242,686.68,690.269,"en ce moment même, ça a commencé euh il y a quelques semaines et ça se termine","Ab_5e7jEoag","bfm"
243,690.269,692.399,"le 1er mars, c'est la fameux le fameux","Ab_5e7jEoag","bfm"
244,692.399,695.79,"moment de la négociation des des prix. Euh il y a quand même un jeu qui","Ab_5e7jEoag","bfm"
245,695.79,698,"s'installe où chacun joue un personnage.","Ab_5e7jEoag","bfm"
246,698,701.069,"Euh, vous vous dites ""Non mais nous, on est du côté des consommateurs, on va","Ab_5e7jEoag","bfm"
247,701.069,702.68,"réussir à faire baisser les prix. Les","Ab_5e7jEoag","bfm"
248,702.68,706.47,"gros méchants, ce serait les grands industriels, les grandes marques et il y","Ab_5e7jEoag","bfm"
249,706.47,708.44,"aurait les PME qui vous permettent de","Ab_5e7jEoag","bfm"
250,708.44,711.43,"dire que vous êtes gentil quand même. Est-ce qu'à un moment, il faut pas","Ab_5e7jEoag","bfm"
251,711.43,713.68,"arrêter de nous duper tous ? C'est une","Ab_5e7jEoag","bfm"
252,713.68,717.87,"guerre. C'est une vraie guerre. On ne dupe personne. On fait notre","Ab_5e7jEoag","bfm"
253,717.87,719.88,"travail et cette année, on le fait sous","Ab_5e7jEoag","bfm"
254,719.88,724.389,"couvert d'une charte qu'on a tous signé de bonnes conduites entre les uns et les","Ab_5e7jEoag","bfm"
255,724.389,726.2,"autres. Et pour l'instant, ça se passe","Ab_5e7jEoag","bfm"
256,726.2,727.23,"bien. Ça se passe bien.","Ab_5e7jEoag","bfm"
257,727.23,729.279,"Ça se passe bien. Absolument. On a un","Ab_5e7jEoag","bfm"
258,729.279,734.269,"engagement particulier. Cette charte, elle a un point fort, c'est de traiter","Ab_5e7jEoag","bfm"
259,734.269,735.639,"particulièrement les PME de manière","Ab_5e7jEoag","bfm"
260,735.639,739.629,"différente. On s'est engagé tous à négocier pour le 15 janvier les PME et","Ab_5e7jEoag","bfm"
261,739.629,741.44,"on finira avec les grands groupes, les","Ab_5e7jEoag","bfm"
262,741.44,745.069,"grandes marques après pour un peu préserver les PME et ça c'est une bonne","Ab_5e7jEoag","bfm"
263,745.069,747.12,"chose. Donc cette cette charte c'était","Ab_5e7jEoag","bfm"
264,747.12,748.99,"une bonne chose. Dans cette charte, il y a des choses qui","Ab_5e7jEoag","bfm"
265,748.99,750.32,"paraissent saisissantes parce qu'on se","Ab_5e7jEoag","bfm"
266,750.32,753.389,"dit si on a été obligé de l'écrire noir sur blanc, ça veut donc dire que ça","Ab_5e7jEoag","bfm"
267,753.389,754.8,"n'était pas dans les habitudes. Comme","Ab_5e7jEoag","bfm"
268,754.8,758.87,"par exemple le simple fait de respecter les horaires. Certaines PME vous disent","Ab_5e7jEoag","bfm"
269,758.87,760.16,"quand on a rendez-vous dans les","Ab_5e7jEoag","bfm"
270,760.16,764.87,"centrales d'achat Leclerc U carrefour parfois on nous fait traîner traîner","Ab_5e7jEoag","bfm"
271,764.87,766.8,"alors qu'on est arrivé de province qu'on","Ab_5e7jEoag","bfm"
272,766.8,770.99,"est là pour vendre notre notre production et ça fait partie presque","Ab_5e7jEoag","bfm"
273,770.99,772.88,"d'une forme de cruauté de la Nego.","Ab_5e7jEoag","bfm"
274,772.88,776.269,"Je pense que ça s'est beaucoup amélioré ces dernières années et que ce sont des","Ab_5e7jEoag","bfm"
275,776.269,777.76,"épiphénomènes et en tout cas nous on va","Ab_5e7jEoag","bfm"
276,777.76,779.79,"être vigilant et on va respecter cette charte.","Ab_5e7jEoag","bfm"
277,779.79,781.32,"Vous allez respecter cette charte. Quel","Ab_5e7jEoag","bfm"
278,781.32,785.829,"quel regard vous avez porté sur la la pub de votre confrère d'Intermarché ?","Ab_5e7jEoag","bfm"
279,785.829,787.92,"Ben, c'est un joli coup d'Intermarché.","Ab_5e7jEoag","bfm"
280,787.92,791.91,"Euh et bravo au studio qui a réalisé ça, un studio français sans intelligence","Ab_5e7jEoag","bfm"
281,791.91,793.839,"artificielle. C'est c'est une un joli","Ab_5e7jEoag","bfm"
282,793.839,798.189,"coup pour vous bien, ça fait des années que Coopérative U ne","Ab_5e7jEoag","bfm"
283,798.189,800.04,"fait plus de pub de Noël. C'est quelque","Ab_5e7jEoag","bfm"
284,800.04,802.949,"chose qui coûte très cher et je vais vous dire quelque chose. On en a pas les","Ab_5e7jEoag","bfm"
285,802.949,804.44,"moyens chez eu. U, nous, on se concentre","Ab_5e7jEoag","bfm"
286,804.44,808.069,"sur le quotidien des Français, l'accompagnement, la promo, la pub pour","Ab_5e7jEoag","bfm"
287,808.069,810.04,"la promo. On n pas les moyens de faire","Ab_5e7jEoag","bfm"
288,810.04,813.629,"aujourd'hui marketing de dire bah nous on dépense pas dans la pub.","Ab_5e7jEoag","bfm"
289,813.629,815.72,"une sorte de marketing à l'envers.","Ab_5e7jEoag","bfm"
290,815.72,820.23,"On en a on en a on a une coopérative, c'est les patrons qui décident du budget","Ab_5e7jEoag","bfm"
291,820.23,821.399,"qu'ils mettent sur la table chaque","Ab_5e7jEoag","bfm"
292,821.399,823.71,"année. Et je peux vous dire qu'encore cette année, il y a eu des grandes","Ab_5e7jEoag","bfm"
293,823.71,825.639,"discussions et ben ça fait que on n pas","Ab_5e7jEoag","bfm"
294,825.639,829.069,"les moyens d'une pub de Noël. Voilà, après c'est des choix, on assume. Mais","Ab_5e7jEoag","bfm"
295,829.069,830.72,"c'est un joli coup pour mon confrère.","Ab_5e7jEoag","bfm"
296,830.72,833.23,"Alors, c'est un très joli coup qui a beaucoup agacé. Je voudrais savoir ce","Ab_5e7jEoag","bfm"
297,833.23,835.92,"que vous en pensez. Euh le chef Yve","Ab_5e7jEoag","bfm"
298,835.92,840.55,"Conbord, il était dans les grandes gueules sur RMC et au fond, lui, il a","Ab_5e7jEoag","bfm"
299,840.55,841.92,"été surtout très agacé par ce que mange","Ab_5e7jEoag","bfm"
300,841.92,845.03,"le loup. Écoutez, c'est un coup de marketing de la marque","Ab_5e7jEoag","bfm"
301,845.03,846.839,"Intermarché qui prend le végétal de","Ab_5e7jEoag","bfm"
302,846.839,848.749,"mémoire. Alors, on va aller sur les étales","Ab_5e7jEoag","bfm"
303,848.749,851.48,"d'Intermarché à Noël. On va avoir les","Ab_5e7jEoag","bfm"
304,851.48,854.949,"tomats qui arrivent du Maroc, les avocats qui arrivent du Pérou, les","Ab_5e7jEoag","bfm"
305,854.949,856.399,"fraises qui arrivent d'Espagne. Ben, ils","Ab_5e7jEoag","bfm"
306,856.399,860.35,"vont nous faire manger de la viande qui va arriver de Nouvelle-Zélande et 90 %","Ab_5e7jEoag","bfm"
307,860.35,861.8,"des produits qui vont proposer une fois","Ab_5e7jEoag","bfm"
308,861.8,866.43,"de plus n'ont pas à être dans un étal d'une marque qui se qui devrait se","Ab_5e7jEoag","bfm"
309,866.43,867.36,"respecter.","Ab_5e7jEoag","bfm"
310,867.36,870.55,"C'est vrai ça. Alors, écoutez, bah qu'il viennent chez","Ab_5e7jEoag","bfm"
311,870.55,872.68,"les magasins UF. Vous voulez pas vous","Ab_5e7jEoag","bfm"
312,872.68,878.31,"voulez pas dédaigner le confrère mais vous allez plutôt faire votre promotion.","Ab_5e7jEoag","bfm"
313,878.31,879.839,"Ce que je retiens de ce film c'est que","Ab_5e7jEoag","bfm"
314,879.839,883.67,"les gens ont besoin un peu de rêver. C'est ça qu'il faut retenir. Et après la","Ab_5e7jEoag","bfm"
315,883.67,885.759,"réalité nous notre combat à nous c'est","Ab_5e7jEoag","bfm"
316,885.759,889.629,"l'origine France. C'est vraiment quelque chose que je porte personnellement.","Ab_5e7jEoag","bfm"
317,889.629,891.72,"Nouvelle chaque année on nous en parle.","Ab_5e7jEoag","bfm"
318,891.72,894.71,"Mais oui mais parce que l'agneau de Nouvelle-Zéléande d'accord c'est","Ab_5e7jEoag","bfm"
319,894.71,897.36,"l'exception à PAC. Les Français veulent","Ab_5e7jEoag","bfm"
320,897.36,900.71,"consommer de l'agneau. Il y en a pas assez en France. Mais par exemple, on","Ab_5e7jEoag","bfm"
321,900.71,902.12,"travaille, vous savez, dans la démarche","Ab_5e7jEoag","bfm"
322,902.12,906.389,"avec Karine Le Marchand lancé au salon d'agriculture cette année avec mes","Ab_5e7jEoag","bfm"
323,906.389,908.32,"confrères d'ailleurs, il y a un produit","Ab_5e7jEoag","bfm"
324,908.32,911.389,"sur lequel on va travailler pour améliorer la filière française, c'est","Ab_5e7jEoag","bfm"
325,911.389,913.44,"l'agneau. On y travaille actuellement,","Ab_5e7jEoag","bfm"
326,913.44,918.59,"je l'ai revu l'autre jour, on en a parlé. Donc voilà, il y a des des petits","Ab_5e7jEoag","bfm"
327,918.59,920.199,"créneaux où malheureusement il y a pas","Ab_5e7jEoag","bfm"
328,920.199,923.23,"assez de quantité française. Ben ça, on veut l'améliorer, on veut le travailler.","Ab_5e7jEoag","bfm"
329,923.23,924.399,"Mais comment on fait pour le travailler","Ab_5e7jEoag","bfm"
330,924.399,927.269,"justement ? Comment on fait pour augmenter les quantités françaises ?","Ab_5e7jEoag","bfm"
331,927.269,928.48,"Quand on voit que pour la première fois","Ab_5e7jEoag","bfm"
332,928.48,933.629,"cette année, la France va se retrouver avec un un déficit commercial sur la","Ab_5e7jEoag","bfm"
333,933.629,935.639,"matière agricole, ce qui jusqu'à présent","Ab_5e7jEoag","bfm"
334,935.639,938.949,"était notre fierté. Tout à fait. C'est une vraie alerte","Ab_5e7jEoag","bfm"
335,938.949,941.079,"aujourd'hui en France. C'était des","Ab_5e7jEoag","bfm"
336,941.079,945.23,"milliards d'excédents il y a encore quelques années. On arrive en déficit.","Ab_5e7jEoag","bfm"
337,945.23,947.399,"C'est la preuve que","Ab_5e7jEoag","bfm"
338,947.399,951.389,"notre agriculture est en grand danger à un moment où en plus dans les 10 années","Ab_5e7jEoag","bfm"
339,951.389,952.959,"qui viennent, de nombreux agriculteurs","Ab_5e7jEoag","bfm"
340,952.959,957.23,"vont prendre leur retraite. Donc faut faire du travail de filière. tout le","Ab_5e7jEoag","bfm"
341,957.23,958.759,"monde autour de la table et je je peux","Ab_5e7jEoag","bfm"
342,958.759,963.71,"vous dire que on le fait quand on fait signe 114 contrats triparty cheu faisant","Ab_5e7jEoag","bfm"
343,963.71,965.68,"vivre 6000 agriculteurs. Il y a tout le","Ab_5e7jEoag","bfm"
344,965.68,969.309,"monde autour de la table, la coopérative agricole, le transformateur, nous et on","Ab_5e7jEoag","bfm"
345,969.309,971.48,"cherche des solutions dans la durée","Ab_5e7jEoag","bfm"
346,971.48,976.15,"gagnant pour le producteur, gagnante pour le consommateur qu' aura un bon","Ab_5e7jEoag","bfm"
347,976.15,977.68,"produit français au bon prix et gagnante","Ab_5e7jEoag","bfm"
348,977.68,980.59,"pour nous. On sécurise des approvisionnements dans la durée, mais","Ab_5e7jEoag","bfm"
349,980.59,982.8,"c'est un travail de fourmis, de longue","Ab_5e7jEoag","bfm"
350,982.8,987.069,"haleine tout au long de l'année qu'on mène, je peux vous dire, avec énergie.","Ab_5e7jEoag","bfm"
351,987.069,988.319,"Dominique Chelcher, une question encore","Ab_5e7jEoag","bfm"
352,988.319,994.71,"sur la politique, l'agenda budgétaire qui reprend côté Sénat et Assemblée","Ab_5e7jEoag","bfm"
353,994.71,996.56,"nationale, pas tout à fait sûr qu'on ait","Ab_5e7jEoag","bfm"
354,996.56,1001.35,"d'ailleurs un budget à la fin de l'année. Cette incertitude","Ab_5e7jEoag","bfm"
355,1001.35,1003.6,"et le rapport aux entreprises, est-ce","Ab_5e7jEoag","bfm"
356,1003.6,1007.629,"que aujourd'hui ça vous inquiète ? Tu sais, moi j'ai j'essaie de dépasser ça.","Ab_5e7jEoag","bfm"
357,1007.629,1008.68,"Vous savez, il y a quelques jours, j'ai","Ab_5e7jEoag","bfm"
358,1008.68,1011.829,"fait le tour de mes patrons au quatre coins de la France pour nos réunions de","Ab_5e7jEoag","bfm"
359,1011.829,1013.92,"fin d'année qui nous projettent en 2026.","Ab_5e7jEoag","bfm"
360,1013.92,1017.43,"Et je leur ai donné un mot d'ordre. Oui, c'est difficile. Oui, on n' pas de","Ab_5e7jEoag","bfm"
361,1017.43,1018.92,"visibilité. Oui, on connaît pas la","Ab_5e7jEoag","bfm"
362,1018.92,1022.949,"fiscalité de 2026 à date d'aujourd'hui pour nos magasins. Mais on fait","Ab_5e7jEoag","bfm"
363,1022.949,1025.12,"abstraction de tout ça et on se bat.","Ab_5e7jEoag","bfm"
364,1025.12,1030.15,"Nous, on n'est pas délocalisable. Nos clients sont là, nos salariés sont là.","Ab_5e7jEoag","bfm"
365,1030.15,1031.799,"On peut pas partir à l'étranger et on","Ab_5e7jEoag","bfm"
366,1031.799,1035.949,"aurait même pas envie de le faire. Et donc on continue à se battre, à investir","Ab_5e7jEoag","bfm"
367,1035.949,1038.12,"et euh on s'adaptera au mieux. Et donc","Ab_5e7jEoag","bfm"
368,1038.12,1041.59,"j'appelle ça l'optimisme de combat parce qu'à un moment j'en ai un peu assez dans","Ab_5e7jEoag","bfm"
369,1041.59,1044.079,"la situation actuelle de ses plaintes et","Ab_5e7jEoag","bfm"
370,1044.079,1047.309,"cetera de dire oui c'est compliqué. Ben à un moment nous on est là, on avance,","Ab_5e7jEoag","bfm"
371,1047.309,1048.799,"on continue et on lâche rien.","Ab_5e7jEoag","bfm"
372,1048.799,1051.75,"Et en terme d'emploi pour vous, il n'y a pas de menace sur l'emploi.","Ab_5e7jEoag","bfm"
373,1051.75,1053.32,"Il n'y a absolument aucune menace sur","Ab_5e7jEoag","bfm"
374,1053.32,1058.15,"l'emploi. U continue à recruter très largement. Euh les clients sont là, on","Ab_5e7jEoag","bfm"
375,1058.15,1060.24,"se développe, on a recruté des centaines","Ab_5e7jEoag","bfm"
376,1060.24,1063.75,"de personnes dans notre logistique pour accompagner notre croissance et on va","Ab_5e7jEoag","bfm"
377,1063.75,1065.32,"continuer à recruter très fortement.","Ab_5e7jEoag","bfm"
378,1065.32,1067.669,"Il faut acheter des chou-fleurs. Bien sûr qu'il faut acheter des","Ab_5e7jEoag","bfm"
379,1067.669,1069.64,"chou-fleurs. Là encore, mais bien sûr,","Ab_5e7jEoag","bfm"
380,1069.64,1072.11,"mais c'est la réponse concrète. J'y vais en sortant. Je me suis dit que","Ab_5e7jEoag","bfm"
381,1072.11,1072.799,"j'allais faire une s","Ab_5e7jEoag","bfm"
382,1072.799,1076.71,"les choufleurs sont en surproduction. C'est un appel que j'ai lancé ce weekend","Ab_5e7jEoag","bfm"
383,1076.71,1078.559,"à chez les choufleurs. Ils sont à 1,29 €","Ab_5e7jEoag","bfm"
384,1078.559,1081.51,"chez U toute la semaine. Surproduction. Alors, autant on parlait","Ab_5e7jEoag","bfm"
385,1081.51,1083.32,"de la sous-production de viande,","Ab_5e7jEoag","bfm"
386,1083.32,1085.83,"surproduction de chaussur, la météo a été très bonne. Mais c'est","Ab_5e7jEoag","bfm"
387,1085.83,1087.6,"ça, c'est c'est la nature. Il y a des","Ab_5e7jEoag","bfm"
388,1087.6,1090.99,"années, il fait très froid, il y en a pas. Cette année, il a il fait","Ab_5e7jEoag","bfm"
389,1090.99,1092.919,"particulièrement bon, il y en a de trop.","Ab_5e7jEoag","bfm"
390,1092.919,1095.95,"Achetez des choufleurs, allez dans vos magasin on fait des gratins, des","Ab_5e7jEoag","bfm"
391,1095.95,1098,"soufflés et des soupes de chou-fleurs.","Ab_5e7jEoag","bfm"
392,1098,1102.669,"Merci Dominique Chelcher d'être venu donc ce matin. Joyeux Noël à vous. Donc,","Ab_5e7jEoag","bfm"
393,1102.669,1104.36,"vous êtes le président directeur général","Ab_5e7jEoag","bfm"
394,1104.36,1111.559,"de coopérative U. Il est 8h47, je retiens l'optimisme de combat. Yeah.","Ab_5e7jEoag","bfm"
0,0.32,3.669,"C'est aujourd'hui qu'on saura si ça passe ou si ça casse puisque cet","mjdbw7M0LRI","bfm"
1,3.669,5.44,"après-midi, il y aura le vote solennel","mjdbw7M0LRI","bfm"
